date,1-7_a,10-15_a,10-4_a,10-5_a,10-6_a,11-12_a,11-13_a,11-7_a,12-14_a,13-12_a,13-14_a,14-15_a,14-9_a,15-10-1_a,15-10-2_a,15-16_a,15-17_a,15-6_a,16-15_a,17-16_a,17-18_a,19-18_a,2-3_a,20-15_a,20-17-1_a,20-17-2_a,20-19_a,21-11_a,21-13_a,21-14_a,21-15_a,21-20_a,23-21_a,23-22_a,24-23_a,5-6_a,6-5-1_a,6-5-2_a,7-2_a,7-8_a,8-2_a,8-9_a,9-10_a,9-3_a,sea_a
2017/8/1,-22549900,-67700000,-6400000,31400000,10460000,191600000,-190000000,22930000,-68700000,-250000000,67700000,-116000000,194000000,-34900000,-127000000,45300000,93000000,-6900000,-10590000,-41100000,7600000,19400000,-2560000,8800000,25100000,-137000000,51900000,40000000,15000000,91600000,168000000,-18400000,324100000,4096810,339400000,19680000,-2300000,9870000,1268000,-15270000,6600000,-37100000,139000000,7400000,357800000
2017/8/2,-11217400,-72100000,-22100000,27600000,6410000,136200000,-24000000,340000,-82600000,-214000000,27700000,-137000000,152000000,-41800000,-129000000,28200000,55000000,-16800000,-15710000,-37300000,900000,15000000,-3310000,12300000,17300000,-101000000,34800000,120000000,-159000000,75800000,113000000,-20700000,140000000,1638220,148200000,12370000,-13100000,7630000,-111000,-17770000,2180000,-27300000,116000000,3500000,156300000
2017/8/3,3088600,-81100000,-39900000,24200000,2220000,156400000,-110000000,-31740000,-84300000,-242000000,-5400000,-203000000,121000000,-57700000,-159000000,12800000,26000000,-32800000,-21980000,-36100000,-17800000,14200000,-9560000,30200000,8000000,-90000000,9400000,13000000,-137000000,7000000,64000000,-44900000,-101300000,-148900,-98800000,5010000,-27100000,4580000,-3181000,-23750000,-8360000,-12500000,120000000,-10200000,-99000000
2017/8/4,21900500,-96700000,-56800000,21600000,-2310000,174100000,-95000000,-67790000,-98900000,-279000000,-67800000,-287000000,109000000,-76300000,-197000000,4600000,14000000,-46000000,-23130000,-36100000,-41500000,19200000,-11350000,47800000,-2800000,-99000000,-8800000,1000000,-257000000,-18900000,49000000,-82800000,-324700000,-1727750,-328700000,-590000,-39300000,1860000,-6753000,-28190000,-14820000,-1900000,134000000,-19800000,-336100000
2017/8/5,33115400,-113100000,-76000000,19500000,-9730000,135200000,14000000,-90270000,-132600000,-278000000,-153100000,-387000000,106000000,-104100000,-223000000,-10100000,17000000,-57400000,-23910000,-28100000,-66200000,29600000,-9100000,48900000,-14900000,-112000000,-16400000,44000000,-450000000,-6700000,85000000,-127000000,-484000000,-3313190,-493900000,-7370000,-53400000,-780000,-8270000,-34010000,-15110000,-2600000,137000000,-23700000,-509000000
2017/8/6,29696100,-131400000,-83100000,23700000,-15230000,74300000,158000000,-88960000,-183800000,-271000000,-216400000,-578000000,129000000,-128900000,-256000000,-26800000,62000000,-62500000,-22190000,-16000000,-87700000,48900000,-5890000,50100000,-27700000,-159000000,-400000,123000000,-655000000,-65700000,252000000,-182700000,-564900000,-6105673,-581800000,-7840000,-62200000,-490000,-6411000,-33070000,-10110000,-1800000,166000000,-25900000,-604200000
2017/8/7,24129600,-149200000,-77800000,29000000,-20750000,40100000,416000000,-82520000,-222500000,-279000000,-311900000,-689000000,150000000,-148900000,-280000000,-29800000,97000000,-61800000,-19340000,-10700000,-107100000,69000000,-2040000,37600000,-38900000,-201000000,25500000,348000000,-1017000000,-25200000,375000000,-227700000,-593300000,-5546327,-613900000,-5680000,-66500000,-270000,-4698000,-32100000,-5550000,400000,194000000,-27400000,-643400000
2017/8/8,15885400,-175300000,-66500000,36700000,-21710000,6900000,422000000,-74000000,-276000000,-298000000,-263500000,-745000000,183000000,-157500000,-306000000,1800000,164000000,-59200000,-13110000,-32700000,-124500000,93200000,940000,42800000,-48000000,-297000000,58100000,328000000,-995000000,-45100000,510000000,-291600000,-543300000,-3695360,-565100000,-1510000,-67300000,840000,-3708000,-35180000,-580000,-7400000,221000000,-28500000,-597500000
2017/8/9,10348200,-194200000,-50800000,39700000,-20200000,15600000,440000000,-59700000,-295000000,-323000000,-157500000,-746000000,211000000,-154700000,-322000000,58200000,242000000,-48500000,-500000,-71400000,-139000000,116000000,5060000,13200000,-54200000,-416000000,89200000,373000000,-931000000,-99000000,682000000,-407000000,-418700000,-2404200,-436100000,5200000,-58000000,4430000,-2776000,-31350000,5110000,-15100000,238000000,-26900000,-464700000
2017/8/10,3580500,-186700000,-32400000,45000000,-16470000,-7200000,431000000,-37000000,-314000000,-311000000,-135000000,-603000000,253000000,-148600000,-297000000,60500000,242000000,-36600000,-2090000,-68200000,-144200000,135700000,10730000,-14200000,-53100000,-409000000,125800000,375000000,-882000000,90500000,618000000,-369000000,-186300000,-1277200,-197700000,13530000,-46200000,10200000,-2040000,-24910000,12400000,-30100000,249000000,-20500000,-214700000
2017/8/11,-1986100,-176400000,-20500000,44800000,-11540000,157300000,430000000,-4600000,-234000000,-391000000,38200000,-455000000,282000000,-140200000,-288000000,85000000,369000000,-24600000,3960000,-79900000,-139400000,143600000,13490000,-7700000,-46000000,-540000000,148900000,585000000,-782000000,23300000,639000000,-439600000,28400000,145500,26700000,19630000,-32100000,13690000,-631000,-7740000,15270000,-28300000,267000000,-15500000,25800000
2017/8/12,-8560400,-155900000,-8300000,41400000,-6420000,-38000000,254000000,1000000,-243000000,-198000000,-8400000,-575000000,319000000,-124300000,-266000000,42400000,390000000,-7800000,9170000,-25900000,-124200000,136700000,12510000,-36800000,-35000000,-494000000,152100000,231000000,-455000000,6400000,805000000,-392300000,220300000,1372400,227100000,25750000,-13300000,16550000,-1364000,-16330000,16500000,-48800000,269000000,-8100000,242800000
2017/8/13,-17503800,-126800000,3800000,39800000,780000,81200000,130000000,28900000,-203000000,-270000000,88200000,-486000000,335000000,-106500000,-229000000,36000000,322000000,7400000,2470000,-18000000,-98300000,129900000,12190000,2400000,-13100000,-402000000,166800000,265000000,-301000000,-16200000,660000000,-200900000,452400000,2965240,467300000,31840000,5200000,17610000,-203000,-6210000,17930000,-50500000,269000000,-600000,496300000
2017/8/14,-35529060,-95400000,13000000,36500000,6980000,77600000,23000000,53500000,-169000000,-227000000,-136400000,-408000000,349000000,-86600000,-189000000,43900000,266000000,20900000,990000,-17800000,-60700000,111500000,9820000,2900000,13200000,-326000000,172200000,189000000,-371000000,273400000,584000000,-73400000,661400000,5275820,684600000,35520000,20300000,15970000,755000,-11230000,19950000,-63800000,257000000,7400000,722500000
2017/8/15,-44365140,-81200000,15600000,36400000,11810000,118700000,206000000,60300000,-156000000,-254000000,-91200000,-273000000,345000000,-64600000,-177000000,48700000,246000000,20400000,280000,-18900000,-30200000,89300000,8250000,7100000,26400000,-290000000,161000000,418000000,-538000000,346000000,448000000,-27800000,707400000,7905510,735700000,36320000,22200000,15770000,2919000,-16330000,23210000,-70700000,244000000,10600000,776100000
2017/8/16,-44746400,-74800000,17200000,38000000,13340000,189600000,179000000,66280000,-108000000,-277000000,-23100000,-201000000,325000000,-49800000,-165000000,68500000,213000000,17400000,6100000,-33200000,-18000000,74100000,9360000,8200000,25000000,-260000000,141700000,465000000,-465000000,279000000,372000000,-19800000,687300000,7850430,715300000,35790000,18800000,16790000,4494000,-10920000,25170000,-66200000,227000000,10700000,751200000
2017/8/17,-28157200,-81400000,-1800000,32400000,6020000,148200000,108000000,32830000,-112000000,-248000000,-72300000,-257000000,264000000,-63200000,-167000000,54200000,161000000,3000000,5970000,-32300000,-28700000,63100000,9680000,10800000,10800000,-215000000,105800000,309000000,-423000000,205500000,324000000,-50200000,393900000,4302400,412400000,24550000,1600000,14110000,2722000,-15360000,20010000,-53000000,197000000,2900000,432200000
2017/8/18,9473000,-110400000,-52300000,27100000,-7520000,125400000,69000000,-48540000,-147000000,-276000000,-103300000,-446000000,163000000,-106300000,-221000000,13400000,89000000,-35400000,-9860000,-27000000,-66800000,58200000,-7310000,37900000,-13300000,-175000000,47600000,141000000,-449000000,-36700000,264000000,-108700000,-198000000,-115700,-193300000,5040000,-36100000,6000000,-4466000,-28980000,-8400000,-12900000,180000000,-27000000,-192800000
2017/8/19,51447300,-154800000,-98700000,25900000,-22620000,67600000,415000000,-116070000,-213000000,-295000000,-270700000,-665000000,99000000,-150400000,-286000000,-21900000,65000000,-72600000,-17870000,-15100000,-119600000,66400000,-9000000,46300000,-46000000,-177000000,-1900000,344000000,-989000000,-98100000,307000000,-226000000,-700200000,-4670500,-712400000,-13200000,-76700000,-3470000,-10616000,-29720000,-20770000,16500000,172000000,-41900000,-731000000
2017/8/20,58632060,-198500000,-116100000,29400000,-32460000,18200000,427000000,-133300000,-275000000,-315000000,-184500000,-769000000,100000000,-181800000,-343000000,25100000,108000000,-92700000,-15660000,-74300000,-160800000,89600000,-900000,39000000,-73800000,-303000000,-300000,277000000,-941000000,-237000000,429000000,-413100000,-946800000,-9101050,-973600000,-21030000,-101300000,-3440000,-9765000,-32050000,-15180000,17800000,186000000,-46800000,-1009800000
2017/8/21,36543340,-222900000,-93000000,42700000,-35330000,113200000,774000000,-100300000,-332000000,-471000000,-205600000,-927000000,138000000,-199700000,-367000000,-2300000,163000000,-89000000,-10190000,-42400000,-186400000,124000000,7180000,49800000,-86500000,-346000000,53100000,747000000,-1467000000,-284700000,582000000,-412600000,-908300000,-8663980,-941200000,-11610000,-101700000,-1750000,-4246000,-25050000,-1770000,20600000,232000000,-45900000,-987500000
2017/8/22,16273000,-247700000,-65700000,52700000,-30960000,289700000,1097000000,-44300000,-291000000,-600000000,-155100000,-954000000,187000000,-198300000,-381000000,-25500000,287000000,-67000000,-3650000,500000,-195400000,159800000,14570000,65000000,-83500000,-427000000,120000000,1308000000,-1867000000,-348200000,726000000,-384700000,-628900000,-5041770,-659400000,2700000,-83600000,4710000,-257000,-5590000,9760000,17200000,269000000,-43300000,-704500000
2017/8/23,10070500,-233800000,-47600000,48000000,-26200000,141000000,840000000,-34900000,-297000000,-450000000,-133300000,-851000000,218000000,-176800000,-361000000,-11400000,280000000,-47700000,2580000,1300000,-184000000,161100000,16120000,48800000,-81200000,-400000000,133400000,922000000,-1433000000,-221100000,697000000,-340000000,-414200000,-2224800,-432100000,9680000,-63900000,8690000,4000,-9460000,14180000,-3500000,265000000,-35500000,-463700000
2017/8/24,276700,-207500000,-25800000,52200000,-18680000,78000000,814000000,-10400000,-296000000,-375000000,-105600000,-740000000,274000000,-161500000,-310000000,-14300000,327000000,-31900000,1640000,14300000,-171700000,175000000,17680000,21900000,-61000000,-423000000,180000000,877000000,-1296000000,-66500000,729000000,-283400000,-46700000,-575600,-54000000,18880000,-45400000,13860000,-385000,-8310000,18680000,-27500000,270000000,-23200000,-64300000
2017/8/25,-3922600,-172900000,-16700000,41000000,-11880000,31500000,553000000,-10400000,-252000000,-280000000,-129300000,-779000000,285000000,-133700000,-270000000,-2300000,448000000,-14800000,14070000,20600000,-139900000,145900000,15160000,-6300000,-45400000,-516000000,152800000,583000000,-961000000,-106500000,979000000,-403200000,107600000,730400,110900000,21430000,-24100000,14980000,-1488000,-18420000,17880000,-46900000,248000000,-15900000,119400000
2017/8/26,-7735800,-134000000,-11900000,36100000,-7290000,123200000,122000000,2800000,-219000000,-335000000,-36100000,-580000000,280000000,-116800000,-231000000,33000000,237000000,-5300000,2690000,-23200000,-106700000,118900000,11620000,39900000,-23800000,-333000000,133900000,262000000,-486000000,-35300000,601000000,-161100000,203100000,1361000,210800000,23200000,-11400000,14830000,-1135000,-13520000,14990000,-42800000,239000000,-9600000,228600000
2017/8/27,-14303000,-88700000,-2200000,27300000,1240000,185300000,258000000,14900000,-114000000,-287000000,-120000000,-432000000,295000000,-82000000,-196000000,27000000,212000000,12300000,-70000,-13300000,-66000000,93500000,7960000,11200000,4200000,-275000000,125400000,481000000,-656000000,116700000,503000000,-94400000,392800000,2666580,407100000,27940000,11300000,15760000,-1350000,-14120000,13660000,-51200000,230000000,-1000000,433500000
2017/8/28,-21941100,-73400000,-300000,28000000,10870000,157000000,-2000000,20400000,-114000000,-256000000,-50000000,-223000000,280000000,-54500000,-169000000,31100000,164000000,7200000,-5350000,-19100000,-29200000,63800000,4310000,27000000,23800000,-213000000,103900000,201000000,-294000000,240400000,275000000,-11000000,455900000,3739250,473600000,26980000,13400000,13030000,-1225000,-19990000,12020000,-56200000,204000000,4400000,502400000
2017/8/29,-26596410,-64400000,-1500000,31400000,14680000,225400000,-239000000,34500000,-75000000,-287000000,95000000,-126000000,235000000,-38400000,-139000000,43100000,137000000,-1100000,-12040000,-35900000,-2200000,39500000,2040000,17900000,31000000,-184000000,85200000,43000000,57000000,107200000,205000000,-5000000,448000000,4815129,466700000,24110000,7600000,10340000,620000,-11970000,10370000,-43500000,171000000,6500000,493800000
2017/8/30,-26914190,-60400000,-4500000,31200000,13210000,113500000,95000000,28800000,-92000000,-193000000,67200000,-91000000,194000000,-28000000,-113000000,33400000,101000000,-3900000,-17710000,-33900000,10600000,22900000,-1310000,700000,27600000,-134000000,63600000,256000000,-213000000,143100000,174000000,-3000000,391300000,4737521,408400000,20790000,2300000,9950000,1510000,-16790000,8240000,-43000000,131000000,8100000,430900000
2017/8/31,-19174800,-64300000,-10300000,29000000,9270000,83400000,143000000,14300000,-84000000,-159000000,53500000,-71000000,152000000,-24500000,-103000000,19500000,63000000,-7500000,-20100000,-27600000,11800000,12200000,-1730000,-1300000,22200000,-89000000,41500000,255000000,-244000000,120700000,115000000,1000000,270100000,3370870,283400000,15380000,-5200000,8870000,1393000,-18290000,5720000,-36800000,100000000,6600000,299700000
2017/9/1,-11348800,-72000000,-3000000,24600000,5560000,60700000,-1000000,-3600000,-99000000,-155000000,-101700000,-229000000,141000000,-31000000,-112000000,-38400000,8000000,-16100000,-16700000,29200000,3100000,12400000,-1280000,78000000,18800000,13000000,31000000,63000000,-250000000,119100000,57000000,158400000,161200000,2053850,170700000,10020000,-13700000,6860000,-29000,-22050000,3910000,-33000000,102000000,1300000,180600000
2017/9/2,5299000,-91700000,-18400000,22600000,1750000,123600000,-277000000,-32700000,-91000000,-216000000,-164000000,-502000000,122000000,-48500000,-161000000,-49000000,-36000000,-28200000,-7480000,39900000,-19200000,15300000,-5560000,100000000,9100000,45000000,11000000,-188000000,-104000000,-126500000,176000000,161600000,-84200000,-235970,-82000000,6620000,-23200000,5420000,-3559000,-21170000,-5600000,-12200000,123000000,-12300000,-81100000
2017/9/3,26608400,-122400000,-45700000,16500000,-7580000,259300000,-211000000,-63600000,-62000000,-326000000,-149700000,-698000000,99000000,-77400000,-218000000,-34700000,-34000000,-44400000,7950000,34500000,-49600000,23500000,-5330000,117400000,-8000000,17000000,-10600000,-25000000,-269000000,-394800000,280000000,96900000,-328600000,-1809840,-332400000,-3320000,-41700000,750000,-6253000,-20080000,-10570000,1900000,129000000,-21500000,-339500000
2017/9/4,32413908,-127500000,-63200000,17900000,-17620000,157500000,327000000,-76600000,-70000000,-240000000,-199400000,-817000000,111000000,-117300000,-241000000,-19700000,-13000000,-53900000,13350000,15500000,-79000000,40000000,-2660000,101600000,-29000000,-40000000,-9900000,390000000,-773000000,-450000000,368000000,-19500000,-518800000,-4671140,-532200000,-8180000,-56600000,20000,-5826000,-20230000,-9130000,7900000,156000000,-25600000,-551100000
2017/9/5,29239592,-154300000,-63800000,20500000,-24810000,129800000,360000000,-86500000,-193000000,-341000000,13700000,-769000000,148000000,-140600000,-298000000,-12600000,73000000,-57900000,14690000,2700000,-100700000,57100000,1400000,45400000,-43800000,-153000000,5600000,376000000,-697000000,-462900000,404000000,-200300000,-628200000,-7243430,-650400000,-9110000,-65900000,-650000,-4846000,-28740000,-4180000,3700000,200000000,-30300000,-679600000
